45.65103366566195;0.15183281153440475;2;25;
45.65091741953053;0.1523907110095024;1;37;
45.65021712523075;0.15232399106025696;37;4;
45.649997754131014;0.15210404992103577;3;5;24;
45.64995275482489;0.15222743153572083;4;6;22;
45.649639164906375;0.15287552028894424;5;21;7;
45.64946432253026;0.1538548618555069;6;8;36;
45.64956838427831;0.1544315367937088;7;9;
45.64919666732624;0.15435140579938889;8;10;36;
45.64911322989079;0.1549602672457695;9;11;
45.648475257526066;0.1545867696404457;10;12;19;
45.647912748311086;0.15441711992025375;11;13;
45.64758133398744;0.1530042663216591;12;14;
45.64792962366975;0.15254728496074677;13;15;33;
45.64847338250473;0.15224721282720566;14;16;
45.64863697787986;0.15236321836709976;15;17;34;35;
45.64839556906406;0.15312127768993378;16;18;
45.648662290588646;0.15318062156438828;17;19;35;
45.64858119612941;0.1536734774708748;11;18;20;
45.64907197987679;0.15378881245851517;19;21;36;
45.64925151096608;0.15268240123987198;6;20;22;35;
45.64937151053782;0.1519501581788063;5;21;23;
45.64922572977456;0.15113744884729385;22;24;31;
45.65012478322726;0.15148211270570755;23;4;25;27;
45.6505747732797;0.1517007127404213;24;26;1;
45.6506197720861;0.15096042305231094;25;27;
45.65030477968208;0.1509040966629982;24;26;28;
45.650353997361975;0.1506808027625084;27;29;
45.649476041205254;0.15009943395853043;28;30;
45.64917510485483;0.15064459294080734;29;31;
45.64913244863692;0.15081826597452164;23;30;32;
45.64903588608962;0.1508001610636711;31;33;
45.648675415692374;0.1515766605734825;14;32;34;
45.648726509816974;0.1519850268959999;16;33;
45.64880760406581;0.15253018587827682;16;18;21;
45.649350416881724;0.1538592204451561;7;9;20;
45.65053961793704;0.15245575457811356;3;2;
